student_id,concept_id,num_questions,confusion_score,help_requests,recency_days,help_style
S0245,K075,8,0.246,2,15,explanation
S0245,K028,1,0.379,0,14,explanation
S0245,K023,4,0.414,1,19,explanation
S0245,K011,8,0.271,2,15,explanation
S0245,K005,6,0.224,1,14,explanation
S0245,K076,5,0.344,1,21,explanation
S0245,K044,11,0.597,4,18,explanation
S0245,K067,4,0.415,1,12,explanation
S0245,K069,7,0.41,2,17,explanation
S0245,K045,6,0.283,1,19,explanation
S0245,K006,8,0.55,3,17,explanation
S0245,K022,15,0.569,6,17,explanation
S0245,K056,4,0.544,1,16,explanation
S0245,K003,8,0.461,3,16,explanation
S0245,K077,9,0.427,3,18,explanation
S0245,K033,4,0.412,1,14,explanation
S0245,K002,13,0.512,5,19,explanation
S0245,K042,9,0.474,3,26,explanation
S0245,K054,4,0.562,1,16,explanation
S0246,K029,4,0.718,1,17,practice
S0246,K037,5,0.584,2,23,practice
S0246,K065,8,0.546,3,28,practice
S0246,K061,6,0.504,2,16,practice
S0246,K013,11,0.608,4,17,practice
S0246,K052,6,0.849,3,29,practice
S0246,K006,8,0.496,3,15,practice
S0246,K071,2,0.417,0,24,practice
S0246,K003,7,0.449,2,25,practice
S0246,K053,1,0.726,0,20,practice
S0246,K033,9,0.669,4,25,practice
S0246,K080,8,0.533,3,21,practice
S0246,K002,8,0.552,3,19,practice
S0246,K079,4,0.512,1,16,practice
S0247,K075,7,0.272,2,13,diagram
S0247,K026,7,0.389,2,16,diagram
S0247,K072,4,0.25,1,18,diagram
S0247,K018,10,0.29,3,18,diagram
S0247,K052,10,0.253,3,15,diagram
S0247,K032,5,0.341,1,25,diagram
S0247,K045,4,0.41,1,21,diagram
S0247,K059,6,0.257,1,24,diagram
S0247,K071,3,0.199,0,20,diagram
S0247,K014,5,0.307,1,27,diagram
S0247,K048,4,0.454,1,15,diagram
S0247,K021,13,0.41,4,15,diagram
S0247,K034,6,0.461,2,14,diagram
S0247,K003,4,0.423,1,18,diagram
S0247,K008,4,0.381,1,18,diagram
S0247,K062,9,0.287,2,14,diagram
S0247,K041,6,0.329,1,17,diagram
S0247,K042,4,0.326,1,15,diagram
S0248,K020,8,0.706,3,23,practice
S0248,K028,16,0.624,7,15,practice
S0248,K031,3,0.568,1,14,practice
S0248,K072,18,0.44,6,26,practice
S0248,K001,12,0.524,4,25,practice
S0248,K065,7,0.482,2,11,practice
S0248,K049,7,0.524,2,16,practice
S0248,K005,10,0.516,4,17,practice
S0248,K018,12,0.756,6,26,practice
S0248,K032,6,0.645,2,18,practice
S0248,K006,9,0.567,3,21,practice
S0248,K038,13,0.613,5,19,practice
S0248,K048,9,0.537,3,25,practice
S0248,K064,3,0.532,1,18,practice
S0248,K047,11,0.549,4,21,practice
S0248,K056,13,0.743,6,16,practice
S0248,K034,10,0.721,4,28,practice
S0248,K033,12,0.551,5,16,practice
S0248,K046,3,0.588,1,22,practice
S0248,K002,11,0.697,5,25,practice
S0248,K015,12,0.581,5,13,practice
S0248,K054,7,0.61,3,25,practice
S0249,K075,4,0.401,1,22,explanation
S0249,K037,6,0.392,2,23,explanation
S0249,K026,4,0.473,1,12,explanation
S0249,K031,8,0.45,3,22,explanation
S0249,K001,4,0.237,1,20,explanation
S0249,K065,3,0.431,1,15,explanation
S0249,K050,7,0.431,2,23,explanation
S0249,K040,6,0.394,2,19,explanation
S0249,K004,8,0.337,2,2,explanation
S0249,K067,7,0.335,2,23,explanation
S0249,K052,8,0.458,3,13,explanation
S0249,K048,8,0.37,2,13,explanation
S0249,K017,10,0.41,3,24,explanation
S0249,K058,7,0.471,2,13,explanation
S0249,K016,6,0.415,2,24,explanation
S0249,K053,5,0.573,2,21,explanation
S0249,K062,11,0.392,3,18,explanation
S0249,K042,7,0.524,2,17,explanation
S0250,K075,10,0.393,3,20,explanation
S0250,K023,7,0.676,3,19,explanation
S0250,K036,11,0.601,4,20,explanation
S0250,K061,10,0.527,4,22,explanation
S0250,K004,9,0.562,3,21,explanation
S0250,K032,5,0.5,2,15,explanation
S0250,K022,13,0.708,6,12,explanation
S0250,K043,2,0.417,0,15,explanation
S0250,K064,7,0.507,2,18,explanation
S0250,K021,6,0.597,2,22,explanation
S0250,K034,6,0.684,2,20,explanation
S0250,K003,6,0.445,2,21,explanation
S0250,K008,4,0.423,1,22,explanation
S0250,K062,12,0.596,5,21,explanation
S0250,K002,6,0.508,2,21,explanation
S0251,K026,6,0.388,2,22,explanation
S0251,K031,5,0.338,1,15,explanation
S0251,K065,5,0.331,1,9,explanation
S0251,K061,2,0.134,0,11,explanation
S0251,K024,1,0.25,0,19,explanation
S0251,K069,5,0.306,1,18,explanation
S0251,K045,8,0.423,2,12,explanation
S0251,K027,7,0.553,2,19,explanation
S0251,K063,4,0.364,1,14,explanation
S0251,K048,4,0.324,1,16,explanation
S0251,K034,6,0.463,2,21,explanation
S0251,K058,5,0.381,1,16,explanation
S0251,K016,3,0.381,1,25,explanation
S0251,K062,5,0.278,1,16,explanation
S0251,K041,7,0.28,2,16,explanation
S0251,K033,8,0.42,2,23,explanation
S0251,K002,11,0.574,4,15,explanation
S0252,K075,11,0.423,4,20,examples
S0252,K026,10,0.64,4,12,examples
S0252,K051,8,0.62,3,18,examples
S0252,K031,8,0.553,3,14,examples
S0252,K001,8,0.516,3,20,examples
S0252,K010,7,0.509,2,31,examples
S0252,K024,15,0.586,6,13,examples
S0252,K069,13,0.567,5,7,examples
S0252,K052,6,0.513,2,15,examples
S0252,K006,11,0.466,4,22,examples
S0252,K022,9,0.707,4,18,examples
S0252,K007,4,0.433,1,21,examples
S0252,K008,6,0.502,2,18,examples
S0252,K058,10,0.561,4,20,examples
S0252,K016,11,0.507,4,16,examples
S0252,K041,8,0.551,3,22,examples
S0252,K033,11,0.496,4,9,examples
S0252,K078,8,0.239,2,19,examples
S0252,K002,4,0.474,1,8,examples
S0252,K042,7,0.558,2,11,examples
S0252,K079,9,0.436,3,12,examples
S0252,K073,10,0.465,3,13,examples
S0253,K075,10,0.476,3,13,practice
S0253,K037,8,0.479,3,11,practice
S0253,K025,4,0.41,1,12,practice
S0253,K026,12,0.514,4,15,practice
S0253,K051,2,0.56,0,12,practice
S0253,K072,3,0.282,0,16,practice
S0253,K060,4,0.491,1,18,practice
S0253,K011,5,0.268,1,12,practice
S0253,K061,7,0.394,2,13,practice
S0253,K049,8,0.498,3,14,practice
S0253,K024,5,0.493,1,14,practice
S0253,K018,4,0.588,1,10,practice
S0253,K032,8,0.367,2,11,practice
S0253,K071,5,0.367,1,14,practice
S0253,K027,5,0.466,1,12,practice
S0253,K063,12,0.591,5,8,practice
S0253,K048,10,0.584,4,17,practice
S0253,K021,7,0.611,3,13,practice
S0253,K008,9,0.473,3,15,practice
S0253,K041,7,0.413,2,18,practice
S0253,K033,7,0.422,2,12,practice
S0253,K078,8,0.276,2,3,practice
S0253,K002,7,0.425,2,13,practice
S0253,K079,8,0.291,2,15,practice
S0253,K073,10,0.255,3,15,practice
S0254,K026,7,0.809,3,25,practice
S0254,K001,15,0.47,5,19,practice
S0254,K068,7,0.594,3,32,practice
S0254,K024,4,0.608,1,16,practice
S0254,K069,7,0.319,2,26,practice
S0254,K009,2,0.47,0,25,practice
S0254,K006,9,0.579,3,27,practice
S0254,K019,13,0.85,7,21,practice
S0254,K014,10,0.564,4,19,practice
S0254,K008,8,0.618,3,23,practice
S0255,K075,6,0.483,2,14,explanation
S0255,K037,5,0.588,2,27,explanation
S0255,K051,5,0.586,2,24,explanation
S0255,K031,10,0.651,4,16,explanation
S0255,K072,6,0.302,1,13,explanation
S0255,K065,8,0.46,3,25,explanation
S0255,K010,6,0.434,2,16,explanation
S0255,K061,9,0.575,3,17,explanation
S0255,K004,4,0.521,1,11,explanation
S0255,K024,3,0.566,1,12,explanation
S0255,K076,5,0.48,1,19,explanation
S0255,K067,11,0.588,4,14,explanation
S0255,K018,10,0.563,4,16,explanation
S0255,K014,6,0.469,2,19,explanation
S0255,K007,10,0.49,3,16,explanation
S0255,K063,8,0.648,3,15,explanation
S0255,K017,10,0.525,4,18,explanation
S0255,K064,8,0.568,3,11,explanation
S0255,K056,9,0.566,3,8,explanation
S0255,K008,3,0.584,1,17,explanation
S0255,K058,5,0.433,1,4,explanation
S0255,K080,4,0.358,1,9,explanation
S0255,K042,10,0.562,4,20,explanation
S0255,K073,7,0.297,2,21,explanation
S0256,K075,8,0.361,2,12,explanation
S0256,K051,6,0.489,2,16,explanation
S0256,K011,4,0.144,1,17,explanation
S0256,K036,10,0.589,4,25,explanation
S0256,K030,10,0.656,4,14,explanation
S0256,K050,5,0.567,2,24,explanation
S0256,K004,9,0.467,3,13,explanation
S0256,K076,8,0.446,3,30,explanation
S0256,K018,7,0.801,3,14,explanation
S0256,K052,5,0.674,2,7,explanation
S0256,K059,3,0.445,1,22,explanation
S0256,K070,10,0.465,3,20,explanation
S0256,K056,9,0.609,3,24,explanation
S0256,K003,9,0.452,3,16,explanation
S0256,K077,7,0.419,2,3,explanation
S0256,K041,8,0.378,2,19,explanation
S0256,K046,10,0.46,3,22,explanation
S0256,K073,3,0.117,0,12,explanation
S0257,K029,7,0.517,2,20,practice
S0257,K025,9,0.457,3,18,practice
S0257,K028,6,0.407,2,16,practice
S0257,K023,8,0.42,2,14,practice
S0257,K051,11,0.448,4,25,practice
S0257,K011,3,0.354,1,36,practice
S0257,K005,5,0.361,1,27,practice
S0257,K006,8,0.287,2,29,practice
S0257,K035,9,0.561,3,10,practice
S0257,K022,5,0.581,2,20,practice
S0257,K014,4,0.146,1,25,practice
S0257,K043,4,0.441,1,16,practice
S0257,K048,7,0.353,2,9,practice
S0257,K008,9,0.357,3,20,practice
S0257,K033,2,0.371,0,24,practice
S0257,K080,10,0.223,2,23,practice
S0257,K078,3,0.168,0,17,practice
S0257,K002,2,0.585,0,19,practice
S0257,K079,6,0.224,1,20,practice
S0258,K025,7,0.201,1,20,practice
S0258,K026,2,0.127,0,17,practice
S0258,K031,6,0.246,1,15,practice
S0258,K065,2,0.205,0,16,practice
S0258,K004,7,0.337,2,18,practice
S0258,K067,6,0.07,1,15,practice
S0258,K032,5,0.129,1,21,practice
S0258,K035,4,0.202,1,17,practice
S0258,K019,6,0.16,1,16,practice
S0258,K043,5,0.222,1,16,practice
S0258,K047,7,0.143,1,17,practice
S0258,K016,5,0.239,1,13,practice
S0258,K062,3,0.313,0,16,practice
S0258,K046,3,0.216,0,28,practice
S0258,K079,1,0.276,0,9,practice
S0259,K037,10,0.628,4,23,practice
S0259,K010,6,0.336,2,18,practice
S0259,K068,10,0.528,4,16,practice
S0259,K005,5,0.364,1,12,practice
S0259,K057,6,0.427,2,20,practice
S0259,K018,8,0.491,3,21,practice
S0259,K063,3,0.355,1,27,practice
S0259,K017,8,0.435,2,19,practice
S0259,K047,7,0.375,2,18,practice
S0259,K008,11,0.499,4,23,practice
S0259,K016,7,0.527,2,18,practice
S0259,K077,6,0.469,2,19,practice
S0259,K046,2,0.421,0,22,practice
S0259,K078,5,0.306,1,19,practice
S0259,K015,5,0.257,1,10,practice
S0259,K042,10,0.306,3,12,practice
S0259,K079,6,0.286,1,20,practice
S0260,K075,8,0.475,3,19,examples
S0260,K051,9,0.548,3,20,examples
S0260,K031,7,0.513,2,22,examples
S0260,K011,5,0.257,1,15,examples
S0260,K024,2,0.515,0,14,examples
S0260,K006,2,0.295,0,17,examples
S0260,K019,10,0.53,4,17,examples
S0260,K043,6,0.487,2,20,examples
S0260,K021,9,0.646,4,23,examples
S0260,K016,3,0.46,1,16,examples
S0260,K080,8,0.345,2,24,examples
S0260,K046,8,0.411,2,18,examples
S0260,K002,5,0.412,1,20,examples
S0260,K015,8,0.35,2,23,examples
S0260,K054,10,0.513,4,21,examples
S0261,K020,12,0.74,5,13,explanation
S0261,K028,5,0.639,2,15,explanation
S0261,K025,10,0.733,4,19,explanation
S0261,K026,12,0.919,6,25,explanation
S0261,K072,3,0.425,1,15,explanation
S0261,K068,10,0.693,4,24,explanation
S0261,K024,10,0.736,4,17,explanation
S0261,K018,11,0.823,5,18,explanation
S0261,K071,9,0.451,3,18,explanation
S0261,K019,8,0.734,3,18,explanation
S0261,K053,8,0.54,3,26,explanation
S0261,K077,8,0.594,3,20,explanation
S0261,K033,14,0.553,5,25,explanation
S0261,K055,9,0.605,3,25,explanation
S0262,K020,4,0.33,1,20,practice
S0262,K025,4,0.361,1,19,practice
S0262,K026,5,0.244,1,22,practice
S0262,K065,6,0.255,1,14,practice
S0262,K060,1,0.2,0,17,practice
S0262,K050,7,0.263,2,14,practice
S0262,K057,5,0.065,1,30,practice
S0262,K071,3,0.036,0,20,practice
S0262,K014,4,0.203,1,19,practice
S0262,K043,2,0.177,0,13,practice
S0262,K021,5,0.22,1,23,practice
S0262,K008,5,0.218,1,22,practice
S0262,K062,5,0.205,1,15,practice
S0262,K033,5,0.174,1,18,practice
S0262,K046,2,0.315,0,18,practice
S0262,K002,4,0.347,1,21,practice
S0262,K015,4,0.136,1,14,practice
S0263,K075,6,0.321,1,21,practice
S0263,K037,13,0.544,5,8,practice
S0263,K025,7,0.46,2,14,practice
S0263,K072,7,0.308,2,30,practice
S0263,K030,5,0.533,2,17,practice
S0263,K040,11,0.55,4,18,practice
S0263,K024,5,0.515,2,17,practice
S0263,K006,6,0.398,2,25,practice
S0263,K035,7,0.631,3,28,practice
S0263,K027,5,0.507,2,16,practice
S0263,K063,8,0.427,2,16,practice
S0263,K048,7,0.565,2,26,practice
S0263,K034,8,0.503,3,22,practice
S0263,K003,9,0.356,3,16,practice
S0263,K016,13,0.568,5,27,practice
S0263,K062,4,0.408,1,27,practice
S0263,K080,8,0.36,2,22,practice
S0263,K039,5,0.442,1,32,practice
S0263,K079,8,0.349,2,27,practice
S0263,K054,7,0.453,2,16,practice
S0264,K051,9,0.58,3,23,diagram
S0264,K011,6,0.386,2,28,diagram
S0264,K050,5,0.354,1,18,diagram
S0264,K061,5,0.269,1,20,diagram
S0264,K068,6,0.422,2,27,diagram
S0264,K009,5,0.331,1,11,diagram
S0264,K045,8,0.569,3,23,diagram
S0264,K035,6,0.703,2,20,diagram
S0264,K027,7,0.356,2,21,diagram
S0264,K038,10,0.501,4,21,diagram
S0264,K063,3,0.326,0,15,diagram
S0264,K047,6,0.484,2,19,diagram
S0264,K003,6,0.513,2,12,diagram
S0264,K046,9,0.631,4,16,diagram
S0265,K020,3,0.122,0,22,practice
S0265,K011,4,0.181,1,16,practice
S0265,K030,3,0.224,0,11,practice
S0265,K010,5,0.107,1,25,practice
S0265,K061,1,0.137,0,17,practice
S0265,K005,6,0.27,1,29,practice
S0265,K040,3,0.23,0,26,practice
S0265,K044,1,0.081,0,30,practice
S0265,K009,1,0.383,0,24,practice
S0265,K018,4,0.143,1,21,practice
S0265,K032,5,0.223,1,26,practice
S0265,K045,8,0.339,2,28,practice
S0265,K035,4,0.167,1,22,practice
S0265,K022,3,0.12,0,22,practice
S0265,K014,8,0.233,2,15,practice
S0265,K007,5,0.141,1,18,practice
S0265,K043,5,0.325,1,14,practice
S0265,K003,5,0.2,1,17,practice
S0265,K008,2,0.139,0,19,practice
S0265,K053,2,0.144,0,25,practice
S0265,K077,4,0.164,1,15,practice
S0265,K033,9,0.11,2,22,practice
S0266,K028,6,0.356,2,13,examples
S0266,K023,3,0.185,0,20,examples
S0266,K031,7,0.442,2,12,examples
S0266,K001,2,0.127,0,23,examples
S0266,K011,5,0.208,1,25,examples
S0266,K013,4,0.262,1,21,examples
S0266,K068,9,0.317,2,13,examples
S0266,K057,4,0.238,1,20,examples
S0266,K032,10,0.422,3,15,examples
S0266,K035,8,0.469,3,21,examples
S0266,K071,1,0.014,0,10,examples
S0266,K022,5,0.355,1,13,examples
S0266,K063,1,0.358,0,23,examples
S0266,K047,5,0.279,1,10,examples
S0266,K056,5,0.193,1,18,examples
S0266,K058,9,0.345,3,14,examples
S0266,K062,4,0.143,1,21,examples
S0266,K046,9,0.343,3,20,examples
S0266,K078,6,0.147,1,17,examples
S0266,K002,5,0.238,1,16,examples
S0266,K015,6,0.241,1,18,examples
S0266,K073,5,0.167,1,8,examples
S0267,K075,4,0.0,0,21,examples
S0267,K029,4,0.179,1,12,examples
S0267,K037,7,0.424,2,7,examples
S0267,K026,2,0.036,0,20,examples
S0267,K051,1,0.009,0,17,examples
S0267,K001,2,0.078,0,14,examples
S0267,K011,4,0.107,0,11,examples
S0267,K061,1,0.033,0,17,examples
S0267,K040,2,0.156,0,10,examples
S0267,K076,6,0.249,1,14,examples
S0267,K018,6,0.218,1,16,examples
S0267,K059,3,0.078,0,19,examples
S0267,K027,7,0.263,2,20,examples
S0267,K019,3,0.204,0,25,examples
S0267,K047,8,0.156,2,15,examples
S0267,K003,3,0.191,0,12,examples
S0267,K041,6,0.272,1,20,examples
S0267,K033,1,0.049,0,18,examples
S0267,K055,2,0.213,0,17,examples
S0268,K075,2,0.04,0,10,practice
S0268,K037,3,0.018,0,18,practice
S0268,K025,4,0.197,1,11,practice
S0268,K028,3,0.099,0,17,practice
S0268,K031,5,0.197,1,17,practice
S0268,K072,7,0.103,1,3,practice
S0268,K036,1,0.206,0,15,practice
S0268,K030,6,0.097,1,17,practice
S0268,K067,2,0.142,0,17,practice
S0268,K018,2,0.129,0,14,practice
S0268,K032,6,0.127,1,14,practice
S0268,K045,5,0.117,1,15,practice
S0268,K063,2,0.091,0,19,practice
S0268,K064,3,0.0,0,14,practice
S0268,K047,5,0.103,1,19,practice
S0268,K008,3,0.153,0,30,practice
S0268,K016,3,0.047,0,28,practice
S0268,K077,1,0.167,0,15,practice
S0268,K033,5,0.208,1,19,practice
S0268,K002,5,0.18,1,15,practice
S0269,K020,8,0.418,2,14,explanation
S0269,K028,5,0.518,2,25,explanation
S0269,K026,7,0.403,2,21,explanation
S0269,K031,5,0.481,1,15,explanation
S0269,K061,7,0.266,2,20,explanation
S0269,K068,11,0.577,4,21,explanation
S0269,K024,4,0.493,1,19,explanation
S0269,K069,2,0.343,0,18,explanation
S0269,K018,7,0.43,2,20,explanation
S0269,K032,9,0.416,3,13,explanation
S0269,K006,4,0.353,1,22,explanation
S0269,K014,8,0.343,2,14,explanation
S0269,K008,6,0.306,1,8,explanation
S0269,K058,10,0.384,3,13,explanation
S0269,K078,5,0.14,1,12,explanation
S0269,K042,4,0.505,1,27,explanation
S0270,K029,5,0.267,1,12,examples
S0270,K025,1,0.133,0,20,examples
S0270,K023,7,0.31,2,15,examples
S0270,K060,8,0.193,2,10,examples
S0270,K010,5,0.084,1,19,examples
S0270,K004,7,0.262,2,17,examples
S0270,K018,6,0.288,1,21,examples
S0270,K032,3,0.054,0,21,examples
S0270,K006,6,0.084,1,17,examples
S0270,K071,7,0.083,1,19,examples
S0270,K058,4,0.203,1,21,examples
S0270,K080,3,0.262,0,17,examples
S0270,K055,5,0.099,1,15,examples
S0270,K046,4,0.283,1,24,examples
S0270,K002,3,0.128,0,22,examples
S0270,K015,5,0.29,1,22,examples
S0270,K079,5,0.042,1,19,examples
S0270,K054,8,0.247,2,18,examples
S0271,K028,8,0.732,3,18,examples
S0271,K023,9,0.618,4,25,examples
S0271,K036,7,0.764,3,23,examples
S0271,K013,10,0.712,4,20,examples
S0271,K005,5,0.374,1,24,examples
S0271,K018,13,0.852,7,15,examples
S0271,K006,3,0.542,1,19,examples
S0271,K014,10,0.641,4,19,examples
S0271,K007,6,0.344,2,22,examples
S0271,K043,6,0.51,2,18,examples
S0271,K034,7,0.771,3,13,examples
S0271,K033,8,0.682,3,23,examples
S0271,K015,12,0.57,5,23,examples
S0271,K079,10,0.346,3,20,examples
S0272,K028,10,0.53,4,27,examples
S0272,K072,5,0.23,1,23,examples
S0272,K036,5,0.44,1,24,examples
S0272,K049,7,0.379,2,2,examples
S0272,K044,11,0.499,4,12,examples
S0272,K052,3,0.505,1,26,examples
S0272,K045,7,0.546,2,11,examples
S0272,K006,6,0.309,1,27,examples
S0272,K071,9,0.29,2,19,examples
S0272,K027,6,0.538,2,17,examples
S0272,K017,7,0.53,2,18,examples
S0272,K078,9,0.39,3,17,examples
S0272,K079,2,0.243,0,21,examples
S0273,K001,6,0.253,1,16,examples
S0273,K011,4,0.224,1,15,examples
S0273,K050,4,0.226,1,23,examples
S0273,K049,8,0.155,2,10,examples
S0273,K068,5,0.279,1,17,examples
S0273,K024,7,0.445,2,19,examples
S0273,K057,6,0.29,1,17,examples
S0273,K027,6,0.252,1,19,examples
S0273,K038,4,0.24,1,13,examples
S0273,K048,1,0.147,0,15,examples
S0273,K034,5,0.288,1,17,examples
S0273,K033,3,0.267,0,11,examples
S0273,K080,3,0.121,0,15,examples
S0273,K055,8,0.342,2,31,examples
S0273,K015,4,0.249,1,14,examples
S0273,K042,3,0.318,0,16,examples
S0274,K020,8,0.487,3,24,explanation
S0274,K029,10,0.437,3,16,explanation
S0274,K037,7,0.332,2,13,explanation
S0274,K023,4,0.406,1,18,explanation
S0274,K001,7,0.401,2,13,explanation
S0274,K065,8,0.443,3,14,explanation
S0274,K036,14,0.476,5,10,explanation
S0274,K049,2,0.498,0,16,explanation
S0274,K004,12,0.491,4,10,explanation
S0274,K067,7,0.502,2,22,explanation
S0274,K018,8,0.589,3,18,explanation
S0274,K027,6,0.509,2,20,explanation
S0274,K038,10,0.489,3,22,explanation
S0274,K022,4,0.421,1,21,explanation
S0274,K043,5,0.377,1,16,explanation
S0274,K017,12,0.415,4,10,explanation
S0274,K021,9,0.399,3,17,explanation
S0274,K058,5,0.263,1,27,explanation
S0274,K041,8,0.351,2,20,explanation
S0274,K080,5,0.443,1,9,explanation
S0274,K046,6,0.489,2,8,explanation
S0274,K002,5,0.435,1,24,explanation
S0274,K079,3,0.232,0,17,explanation
S0275,K029,9,0.434,3,24,diagram
S0275,K037,11,0.493,4,17,diagram
S0275,K031,11,0.506,4,17,diagram
S0275,K060,5,0.379,1,18,diagram
S0275,K050,7,0.503,2,13,diagram
S0275,K010,7,0.39,2,18,diagram
S0275,K061,4,0.344,1,23,diagram
S0275,K049,13,0.423,4,11,diagram
S0275,K076,5,0.43,1,16,diagram
S0275,K032,6,0.39,2,11,diagram
S0275,K045,10,0.548,4,14,diagram
S0275,K059,7,0.35,2,18,diagram
S0275,K071,15,0.422,5,32,diagram
S0275,K014,6,0.211,1,15,diagram
S0275,K070,5,0.389,1,26,diagram
S0275,K008,5,0.408,1,8,diagram
S0275,K077,2,0.479,0,21,diagram
S0275,K062,2,0.415,0,23,diagram
S0275,K073,9,0.355,3,19,diagram
S0276,K029,5,0.229,1,14,diagram
S0276,K051,5,0.367,1,21,diagram
S0276,K031,7,0.327,2,14,diagram
S0276,K072,10,0.209,2,26,diagram
S0276,K030,6,0.259,1,13,diagram
S0276,K049,4,0.292,1,20,diagram
S0276,K005,7,0.265,2,17,diagram
S0276,K067,8,0.43,2,13,diagram
S0276,K069,6,0.327,1,21,diagram
S0276,K032,1,0.337,0,27,diagram
S0276,K035,1,0.311,0,24,diagram
S0276,K048,4,0.184,1,22,diagram
S0276,K017,10,0.392,3,19,diagram
S0276,K056,5,0.359,1,17,diagram
S0276,K058,3,0.232,0,25,diagram
S0276,K053,7,0.271,2,15,diagram
S0276,K041,1,0.144,0,13,diagram
S0276,K033,7,0.205,1,22,diagram
S0276,K055,6,0.226,1,15,diagram
S0276,K078,3,0.155,0,14,diagram
S0276,K002,4,0.236,1,20,diagram
S0276,K042,11,0.286,3,15,diagram
S0277,K075,6,0.337,2,12,examples
S0277,K029,3,0.386,1,17,examples
S0277,K036,3,0.609,1,13,examples
S0277,K049,6,0.401,2,12,examples
S0277,K057,7,0.39,2,21,examples
S0277,K018,7,0.478,2,14,examples
S0277,K045,11,0.411,4,8,examples
S0277,K071,11,0.268,3,16,examples
S0277,K014,5,0.162,1,17,examples
S0277,K064,9,0.372,3,18,examples
S0277,K047,5,0.414,1,21,examples
S0277,K056,4,0.412,1,18,examples
S0277,K003,8,0.452,3,21,examples
S0277,K058,7,0.316,2,21,examples
S0277,K077,6,0.286,1,11,examples
S0277,K062,8,0.435,2,16,examples
S0277,K033,4,0.319,1,15,examples
S0277,K046,6,0.509,2,16,examples
S0277,K039,13,0.474,5,18,examples
S0278,K020,6,0.315,1,21,examples
S0278,K075,4,0.234,1,19,examples
S0278,K029,4,0.311,1,14,examples
S0278,K051,13,0.473,5,16,examples
S0278,K072,10,0.336,3,18,examples
S0278,K049,3,0.246,0,22,examples
S0278,K068,6,0.398,2,18,examples
S0278,K052,3,0.236,0,14,examples
S0278,K059,4,0.246,1,17,examples
S0278,K027,5,0.297,1,23,examples
S0278,K014,4,0.263,1,13,examples
S0278,K043,6,0.249,1,15,examples
S0278,K064,4,0.225,1,19,examples
S0278,K034,9,0.424,3,22,examples
S0278,K008,2,0.188,0,10,examples
S0278,K058,3,0.267,0,18,examples
S0278,K041,5,0.39,1,16,examples
S0278,K046,14,0.477,5,17,examples
S0278,K073,4,0.229,1,19,examples
S0279,K025,16,0.808,8,21,diagram
S0279,K028,5,0.673,2,25,diagram
S0279,K060,8,0.625,3,18,diagram
S0279,K011,3,0.447,1,16,diagram
S0279,K013,6,0.548,2,21,diagram
S0279,K061,11,0.506,4,11,diagram
S0279,K005,3,0.347,1,14,diagram
S0279,K024,14,0.721,6,19,diagram
S0279,K076,10,0.461,3,28,diagram
S0279,K069,9,0.599,3,17,diagram
S0279,K057,10,0.561,4,13,diagram
S0279,K018,9,0.644,4,22,diagram
S0279,K052,7,0.687,3,16,diagram
S0279,K059,8,0.586,3,17,diagram
S0279,K071,13,0.545,5,25,diagram
S0279,K027,11,0.518,4,15,diagram
S0279,K022,16,0.649,7,20,diagram
S0279,K019,11,0.533,4,15,diagram
S0279,K017,10,0.685,4,17,diagram
S0279,K021,7,0.577,3,15,diagram
S0279,K003,7,0.552,2,19,diagram
S0279,K053,13,0.702,6,26,diagram
S0279,K077,9,0.394,3,21,diagram
S0279,K041,6,0.702,2,5,diagram
S0279,K046,17,0.79,8,30,diagram
S0279,K042,9,0.67,4,26,diagram
S0279,K079,9,0.494,3,23,diagram
S0280,K026,4,0.298,1,14,diagram
S0280,K051,1,0.244,0,18,diagram
S0280,K031,3,0.219,0,15,diagram
S0280,K011,3,0.018,0,22,diagram
S0280,K013,4,0.241,1,26,diagram
S0280,K068,6,0.19,1,25,diagram
S0280,K044,4,0.281,1,22,diagram
S0280,K067,1,0.068,0,20,diagram
S0280,K069,1,0.149,0,13,diagram
S0280,K057,7,0.194,1,20,diagram
S0280,K018,6,0.489,2,14,diagram
S0280,K071,5,0.265,1,22,diagram
S0280,K019,7,0.264,2,7,diagram
S0280,K003,6,0.084,1,12,diagram
S0280,K058,2,0.177,0,16,diagram
S0280,K053,3,0.17,0,14,diagram
S0280,K055,3,0.198,0,20,diagram
S0280,K046,4,0.215,1,22,diagram
S0280,K002,2,0.115,0,19,diagram
S0281,K029,5,0.068,1,16,examples
S0281,K023,7,0.0,1,23,examples
S0281,K001,7,0.209,1,16,examples
